AUPR,DAG 0.1,DAG 0.2,DAG 0.3,DAG 0.4,DAG 0.5,DAG 0.6,DAG 0.7,DAG 0.8,DAG 0.9,SHD 0.1,SHD 0.2,SHD 0.3,SHD 0.4,SHD 0.5,SHD 0.6,SHD 0.7,SHD 0.8,SHD 0.9,dagloss,dlr,dnh,filter_threshold,functionalComplexity,lambda1,lambda2,linear,losstype,lr,nh,numberHiddenLayersG,sampletype,test_epochs,train_epochs,use_filter
0.21493592198319897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,215.0,207.0,202.0,200.0,198.0,203.0,209.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.21249277942013925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261.0,222.0,207.0,203.0,199.0,201.0,202.0,206.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.1953939688737593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,285.0,245.0,229.0,220.0,212.0,207.0,210.0,209.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.20624521128000403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,342.0,268.0,242.0,226.0,218.0,210.0,204.0,204.0,209.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.1,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.21703288157084075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,295.0,232.0,212.0,206.0,201.0,200.0,200.0,207.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.21941248083493395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,258.0,221.0,204.0,202.0,202.0,202.0,207.0,210.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.23369899964368285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,251.0,227.0,220.0,213.0,209.0,204.0,201.0,205.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,1.0,sigmoidproba,1000.0,3000.0,0.0
0.20751335800824258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,284.0,259.0,234.0,222.0,217.0,208.0,202.0,204.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.20805368501949373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,243.0,210.0,203.0,201.0,203.0,204.0,210.0,211.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,3.0,sigmoidproba,1000.0,3000.0,0.0
0.21385944547558963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,286.0,232.0,211.0,207.0,205.0,203.0,205.0,207.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,0.0001,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.21442160982136593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,280.0,249.0,234.0,222.0,214.0,208.0,208.0,207.0,0.0,0.001,200.0,0.5,l2_norm,10.0,0.01,0.0,fgan,0.01,100.0,2.0,sigmoidproba,1000.0,3000.0,0.0
0.21947724679575178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,247.0,211.0,207.0,203.0,202.0,204.0,205.0,208.0,211.0,0.0,0.01,200.0,0.5,l2_norm,10.0,1.0,0.0,fgan,0.01,20.0,1.0,sigmoidproba,1000.0,3000.0,0.0
